"id","title","price"
7697236983897,"Adidas Yeezy Foam RNR Kids Carbon","115.00"
7528772599897,"Adidas Yeezy Foam RNR Kids Onyx","125.00"
7505647108185,"Adidas Yeezy Foam RNR MX Carbon","225.00"
7474217189465,"Adidas Yeezy Foam RNR MX Cinder","170.00"
7491768287321,"Adidas Yeezy Foam RNR Ochre","180.00"
7563902877785,"Adidas Yeezy Foam RNR Onyx","165.00"
7476209975385,"Adidas Yeezy Foam RNR Stone Sage","190.00"
7474217451609,"Adidas Yeezy Foam RNR Stone Salt","160.00"
7692182749273,"Adidas Yeezy Foam RNR Stone Taupe","170.00"
7301441880153,"Adidas Yeezy Infant Slide in Bone","145.00"
7707026587737,"Adidas Yeezy Infant Slide in Onyx","85.00"
7354478133337,"Adidas Yeezy Knit RNR in Fade Onyx","145.00"
7498394173529,"Adidas Yeezy QNTM Flash Orange","145.00"
7471448850521,"Adidas Yeezy Slide Azure","160.00"
7528773615705,"Adidas Yeezy Slide Dark Onyx","160.00"
7475986235481,"Adidas Yeezy Slide Granite","165.00"
7193156714585,"Adidas Yeezy Slide in Bone","200.00"
7199741640793,"Adidas Yeezy Slide in Enflame","250.00"
7258082771033,"Adidas Yeezy Slide in Flax","140.00"
7199934742617,"Adidas Yeezy Slide in Glow Green","200.00"
7197101359193,"Adidas Yeezy Slide in Ochre","165.00"
7192852299865,"Adidas Yeezy Slide in Pure","200.00"
7283007094873,"Adidas Yeezy Slide in Resin","195.00"
7471010381913,"Adidas Yeezy Slide in Slate Grey","150.00"
7697238098009,"Adidas Yeezy Slide Infants Slate Marine","85.00"
7697239048281,"Adidas Yeezy Slide Kids Onyx","110.00"
7697238491225,"Adidas Yeezy Slide Kids Slate Marine","100.00"
7474214109273,"Adidas Yeezy Slide Onyx","150.00"
7563902648409,"Adidas Yeezy Slide Salt","140.00"
7470213398617,"Adidas Yeezy Slide Slate Marine","150.00"
7697288036441,"Adidas Yeezy Slide Soot","200.00"
7797006925913,"Air Cross Trainer 3 Low Starfish","90.00"
7199845908569,"Air Jordan 1 High '85 Georgetown","370.00"
7200336379993,"Air Jordan 1 High '85 in Neutral Grey","275.00"
7206708641881,"AIR JORDAN 1 HIGH OG ""CHICAGO"" 1985","25000.00"
7798671310937,"AIR JORDAN 1 HIGH OG ""CHICAGO"" 1985","4500.00"
7206707953753,"Air Jordan 1 High OG Bred 1985","25000.00"
7476218134617,"Air Jordan 1 High OG Craft Celadon","195.00"
7226940227673,"AIR JORDAN 1 HIGH SB ""LANCE MOUNTAIN - BLACK""","850.00"
7226939342937,"AIR JORDAN 1 HIGH SB ""LANCE MOUNTAIN - WHITE""","850.00"
7198684971097,"Air Jordan 1 High Season of Her in Slit Red","330.00"
7515786412121,"Air Jordan 1 High Zoom Air CMFT 2 Día De Muertos","265.00"
7667628605529,"Air Jordan 1 High Zoom Air CMFT W Teyana Taylor A Rose From Harlem","300.00"
7254867181657,"AIR JORDAN 1 HIGH ZOOM CMFT ""VALENTINE'S DAY"" 2023","210.00"
7398622167129,"AIR JORDAN 1 LOW ""ALTERNATE ROYAL TOE""","155.00"
7199787778137,"AIR JORDAN 1 LOW ""BLACK & GREY""","265.00"
7198547640409,"AIR JORDAN 1 LOW ""BRED TOE""","175.00"
7400653553753,"AIR JORDAN 1 LOW ""CARDINAL RED""","150.00"
7199743246425,"AIR JORDAN 1 LOW ""DIAMOND SHORTS""","210.00"
7206105350233,"AIR JORDAN 1 LOW ""JBC 2022"" (PE)","4800.00"
7283676774489,"AIR JORDAN 1 LOW ""LIGHT SMOKE GREY""","200.00"
7200822919257,"AIR JORDAN 1 LOW ""PSG""","310.00"
7384738496601,"AIR JORDAN 1 LOW ""REVERSE BRED""","140.00"
7200741458009,"AIR JORDAN 1 LOW ""SHADOW TOE""","200.00"
7203896787033,"AIR JORDAN 1 LOW ""TAXI""","180.00"
7333207015513,"AIR JORDAN 1 LOW (GS) ""BLACK CAT VOLT""","120.00"
7192823955545,"AIR JORDAN 1 LOW (GS) ""GAME ROYAL""","175.00"
7349066465369,"AIR JORDAN 1 LOW (GS) ""HALLOWEEN""","140.00"
7283672940633,"AIR JORDAN 1 LOW (GS) ""PINK QUARTZ""","200.00"
7192825823321,"AIR JORDAN 1 LOW (GS) ""SHADOW TOE""","120.00"
7192824348761,"AIR JORDAN 1 LOW (GS) ""UNC""","180.00"
7348772569177,"AIR JORDAN 1 LOW (GS) ""UNIVERSITY BLUE""","135.00"
7283664552025,"AIR JORDAN 1 LOW (GS) ""WASHED DENIM""","160.00"
7315190448217,"AIR JORDAN 1 LOW (GS) ""WHITE TOE""","100.00"
7333845598297,"AIR JORDAN 1 LOW (W) ""BLUE VOID""","125.00"
7290886717529,"AIR JORDAN 1 LOW (W) ""LUCKY GREEN""","125.00"
7445482635353,"Air Jordan 1 Low (W) Wolf Grey","185.00"
7200792805465,"AIR JORDAN 1 LOW GOLF ""CHICAGO""","280.00"
7761338597465,"Air Jordan 1 Low Green Toe","235.00"
7524207034457,"Air Jordan 1 Low GS ""Ice Blue""","160.00"
7472915021913,"Air Jordan 1 Low GS Alternate Bred Toe","125.00"
7384543395929,"Air Jordan 1 Low GS Bred Toe","160.00"
7774727864409,"Air Jordan 1 Low GS Sky J Purple","120.00"
7415075176537,"Air Jordan 1 Low OG ""Bleached Coral""","150.00"
7513159532633,"Air Jordan 1 Low OG GS Starfish","150.00"
7429738201177,"Air Jordan 1 Low OG Starfish","260.00"
7312544825433,"AIR JORDAN 1 LOW OG X TRAVIS SCOTT ""MOCHA""","1800.00"
7288289689689,"AIR JORDAN 1 LOW OG X TRAVIS SCOTT (W) ""OLIVE""","875.00"
7203868639321,"AIR JORDAN 1 LOW SB ""LANCE MOUNTAIN""","300.00"
7200791461977,"AIR JORDAN 1 LOW SE ""ACE OF SPADES""","270.00"
7221206777945,"AIR JORDAN 1 LOW SE ""CONCORD""","230.00"
7266014003289,"AIR JORDAN 1 LOW SE (GS) ""BLACK ICED LILAC""","160.00"
7196303032409,"AIR JORDAN 1 LOW SE (GS) ""NEW EMERALD""","135.00"
7313556373593,"AIR JORDAN 1 LOW SE (W) ""SPLIT - GYM RED CEMENT""","140.00"
7482642006105,"Air Jordan 1 Low SE Craft Dark Smoke Grey","165.00"
7798648438873,"Air Jordan 1 Low SE W Metallic Silver","130.00"
7228621258841,"AIR JORDAN 1 LOW SE “GOLD TOE”","145.00"
7196387278937,"Air Jordan 1 Low W Black University Blue","150.00"
7774198825049,"Air Jordan 1 Low W Coconut Milk Neutral Grey","130.00"
7513174114393,"Air Jordan 1 Low W Football Grey Aluminum","150.00"
7288283332697,"Air Jordan 1 Low W Panda","135.00"
7697245700185,"Air Jordan 1 Low W Purple Magenta","165.00"
7697327784025,"Air Jordan 1 Low W Sport Blue Gym Red","115.00"
7612436742233,"Air Jordan 1 Low W UNC","170.00"
7206632980569,"AIR JORDAN 1 LOW X CHRISTIAN DIOR","7500.00"
7248251584601,"AIR JORDAN 1 LOW “BLACK DARK POWDER BLUE”","190.00"
7202282274905,"AIR JORDAN 1 MID ""ARMORY NAVY""","175.00"
7199721193561,"AIR JORDAN 1 MID ""BLACK & WHITE""","325.00"
7203441344601,"AIR JORDAN 1 MID ""BRUSHSTROKE""","225.00"
7202279981145,"AIR JORDAN 1 MID ""DIAMOND SHORTS""","210.00"
7204332994649,"AIR JORDAN 1 MID ""HEMP""","245.00"
7226930856025,"AIR JORDAN 1 MID ""LIGHT SMOKE GREY""","200.00"
7199859441753,"AIR JORDAN 1 MID ""LINEN""","225.00"
7400655781977,"AIR JORDAN 1 MID ""PARIS""","165.00"
7348772634713,"AIR JORDAN 1 MID ""SKY J PURPLE""","145.00"
7202281979993,"AIR JORDAN 1 MID ""TRIPLE WHITE""","110.00"
7348913045593,"AIR JORDAN 1 MID (GS) "" CORAL GOLD""","200.00"
7333474697305,"Air Jordan 1 Mid (GS) ""Fierce Pink""","235.00"
7347439763545,"AIR JORDAN 1 MID (GS) ""ICE BLUE""","150.00"
7283684606041,"AIR JORDAN 1 MID (GS) ""RACER BLUE""","195.00"
7347683688537,"AIR JORDAN 1 MID (TD) ""PINKSICLE""","120.00"
7254859874393,"AIR JORDAN 1 MID (TD) ""SPACE JAM""","110.00"
7193659932761,"AIR JORDAN 1 MID (W) ""KENTUCKY BLUE""","225.00"
7196404711513,"AIR JORDAN 1 MID (W) ""NEWSPRINT""","150.00"
7274818961497,"AIR JORDAN 1 MID (W) ""STRAWBERRIES & CREAM""","200.00"
7482622115929,"Air Jordan 1 Mid Carbon Fiber","215.00"
7477821046873,"Air Jordan 1 Mid GS French Blue Light Steel","135.00"
7472921247833,"Air Jordan 1 Mid GS Gym Red Black Toe","125.00"
7785741418585,"Air Jordan 1 Mid GS Ice Blue (2023)","160.00"
7467412619353,"Air Jordan 1 Mid GS Light Curry Cardinal","85.00"
7505648222297,"Air Jordan 1 Mid GS Noble Red","120.00"
7468243877977,"Air Jordan 1 Mid GS Purple Venom","140.00"
7787461050457,"Air Jordan 1 Mid GS Reverse Panda","120.00"
7788261113945,"Air Jordan 1 Mid GS Valentine's Day","160.00"
7774728650841,"Air Jordan 1 Mid GS White Sky J Purple","140.00"
7787458855001,"Air Jordan 1 Mid GS Wolf Grey Midnight Navy","120.00"
7426864513113,"Air Jordan 1 Mid Laser Blue Preowned","45.00"
7650907291737,"Air Jordan 1 Mid Pink Wash (GS)","125.00"
7472922361945,"Air Jordan 1 Mid PS University Blue Black","110.00"
7476218691673,"Air Jordan 1 Mid Reverse Bred","125.00"
7192819138649,"AIR JORDAN 1 MID SE (GS) ""DIAMOND SHORTS""","145.00"
7298672263257,"AIR JORDAN 1 MID SE (GS) ""LAKERS""","400.00"
7196415426649,"AIR JORDAN 1 MID SE (W) ""SANDDRIFT""","150.00"
7792415637593,"Air Jordan 1 Mid SE Craft White Cement Grey Black","100.00"
7481082019929,"Air Jordan 1 Mid SE Fearless Maison Chateau Rouge","345.00"
7457387348057,"Air Jordan 1 Mid SE Space Jam","245.00"
7774723965017,"Air Jordan 1 Mid Smoke Grey Anthracite","140.00"
7692191957081,"Air Jordan 1 Mid TD Alternate Bred","80.00"
7465844047961,"Air Jordan 1 Mid TD Fierce Pink","140.00"
7788390416473,"Air Jordan 1 Mid University Blue Black","140.00"
7422995824729,"Air Jordan 1 Mid W Ice Blue","150.00"
7467928027225,"Air Jordan 1 Mid W Panda","195.00"
7778839461977,"Air Jordan 1 Mid W Stealth","165.00"
7788127912025,"Air Jordan 1 Mid W UNC","130.00"
7788139249753,"Air Jordan 1 Mid W University Blue","175.00"
7785035071577,"Air Jordan 1 Mid W Washed Teal","160.00"
7457001963609,"Air Jordan 1 Mid W Wolf Grey Aluminum","185.00"
7678671159385,"Air Jordan 1 Mid White Pollen Black","110.00"
7199176491097,"AIR JORDAN 1 MID X FACETASM ""FEARLESS""","330.00"
7788550815833,"Air Jordan 1 OG Low Neutral Grey","145.00"
7725261357145,"Air Jordan 1 OG Low Neutral Grey Preowned","0.00"
7771627225177,"Air Jordan 1 Phat Low Phoenix Suns","215.00"
7771627585625,"Air Jordan 1 Retro All-Star Chameleon","335.00"
7203894886489,"AIR JORDAN 1 RETRO HI '85 ""VARSITY RED""","380.00"
7262203379801,"AIR JORDAN 1 RETRO HIGH ""CHICAGO"" 1994","1650.00"
7199172460633,"AIR JORDAN 1 RETRO HIGH ""CHICAGO"" 2013","625.00"
7334974324825,"AIR JORDAN 1 RETRO HIGH ""DOERNBECHER"" 2008","925.00"
7202793193561,"AIR JORDAN 1 RETRO HIGH ""J. BALVIN""","390.00"
7199173378137,"AIR JORDAN 1 RETRO HIGH ""ROYAL"" 2001","700.00"
7678555390041,"Air Jordan 1 Retro High '85 Black White","300.00"
7333474041945,"AIR JORDAN 1 RETRO HIGH (PS) ""UNC TOE""","135.00"
7505646452825,"Air Jordan 1 Retro High Black Gym Red'","260.00"
7474205065305,"Air Jordan 1 Retro High Bloodline","235.00"
7678558699609,"Air Jordan 1 Retro High Element Gore-Tex Black Particle Grey","210.00"
7495876804697,"Air Jordan 1 Retro High Fearless UNC Chicago","400.00"
7771621195865,"Air Jordan 1 Retro High Flyknit Black History Month","240.00"
7771617460313,"Air Jordan 1 Retro High Flyknit Shadow","325.00"
7471041773657,"Air Jordan 1 Retro High Hyper Royal","345.00"
7785744498777,"Air Jordan 1 Retro High Latte (PS)","90.00"
7457401438297,"Air Jordan 1 Retro High Not for Resale Varsity Red","750.00"
7198757748825,"AIR JORDAN 1 RETRO HIGH OG ""BANNED"" 2011","2800.00"
7313045684313,"AIR JORDAN 1 RETRO HIGH OG ""BANNED"" 2016","825.00"
7199714934873,"AIR JORDAN 1 RETRO HIGH OG ""BARON""","600.00"
7199783944281,"AIR JORDAN 1 RETRO HIGH OG ""BLACK METALLIC""","225.00"
7199716278361,"AIR JORDAN 1 RETRO HIGH OG ""BLACK TOE"" 2013","850.00"
7225221939289,"AIR JORDAN 1 RETRO HIGH OG ""BLACK TOE"" 2016","650.00"
7202215100505,"AIR JORDAN 1 RETRO HIGH OG ""BLEACHED CORAL""","280.00"
7203863887961,"AIR JORDAN 1 RETRO HIGH OG ""BLUE MOON""","625.00"
7198747230297,"AIR JORDAN 1 RETRO HIGH OG ""BRED"" 2013","850.00"
7199742558297,"AIR JORDAN 1 RETRO HIGH OG ""BROTHERHOOD""","130.00"
7198755094617,"AIR JORDAN 1 RETRO HIGH OG ""CHICAGO"" 2015","2150.00"
7199781912665,"AIR JORDAN 1 RETRO HIGH OG ""COURT PURPLE 1.0""","550.00"
7198757224537,"AIR JORDAN 1 RETRO HIGH OG ""COURT PURPLE 2.0""","280.00"
7199784271961,"AIR JORDAN 1 RETRO HIGH OG ""CYBER MONDAY""","315.00"
7199845056601,"AIR JORDAN 1 RETRO HIGH OG ""DARK MARINA BLUE""","160.00"
7202270937177,"AIR JORDAN 1 RETRO HIGH OG ""DARK MOCHA""","565.00"
7347128664153,"AIR JORDAN 1 RETRO HIGH OG ""DEFIANT""","200.00"
7292258189401,"AIR JORDAN 1 RETRO HIGH OG ""ELECTRO ORANGE""","180.00"
7202794700889,"AIR JORDAN 1 RETRO HIGH OG ""GAME ROYAL""","475.00"
7295347392601,"Air Jordan 1 Retro High OG ""Gold Toe""","400.00"
7772589883481,"AIr Jordan 1 Retro High OG ""Gorge Green""","200.00"
7199840174169,"AIR JORDAN 1 RETRO HIGH OG ""HAND CRAFTED""","180.00"
7254874980441,"AIR JORDAN 1 RETRO HIGH OG ""HEIRLOOM""","200.00"
7202812952665,"AIR JORDAN 1 RETRO HIGH OG ""HERITAGE""","180.00"
7206094274649,"AIR JORDAN 1 RETRO HIGH OG ""IGLOO""","6000.00"
7199785222233,"AIR JORDAN 1 RETRO HIGH OG ""KNICKS""","475.00"
7200821608537,"AIR JORDAN 1 RETRO HIGH OG ""LIGHT FUSION RED""","150.00"
7290917519449,"AIR JORDAN 1 RETRO HIGH OG ""LOS ANGELES""","435.00"
7199720341593,"Air Jordan 1 Retro High OG ""Lost & Found""","495.00"
7286415589465,"AIR JORDAN 1 RETRO HIGH OG ""LUCKY GREEN""","235.00"
7206091915353,"AIR JORDAN 1 RETRO HIGH OG ""MICHIGAN"" (PE)","5000.00"
7206094078041,"AIR JORDAN 1 RETRO HIGH OG ""NOT FOR RESALE - MAIZE YELLOW""","1800.00"
7296911802457,"AIR JORDAN 1 RETRO HIGH OG ""OBSIDIAN""","335.00"
7389242392665,"AIR JORDAN 1 RETRO HIGH OG ""PALOMINO""","275.00"
7199839420505,"AIR JORDAN 1 RETRO HIGH OG ""PATENT BRED""","280.00"
7200818430041,"AIR JORDAN 1 RETRO HIGH OG ""PATINA""","200.00"
7202271232089,"AIR JORDAN 1 RETRO HIGH OG ""PINE GREEN 2.0""","335.00"
7414942957657,"Air Jordan 1 Retro High Og ""Pine Green""","420.00"
7200873054297,"AIR JORDAN 1 RETRO HIGH OG ""POLLEN""","175.00"
7199714836569,"AIR JORDAN 1 RETRO HIGH OG ""RE2PECT""","600.00"
7202733064281,"AIR JORDAN 1 RETRO HIGH OG ""REBELLIONAIRE""","280.00"
7204318445657,"AIR JORDAN 1 RETRO HIGH OG ""REVERSE SHATTERED BACKBOARD""","1250.00"
7199718572121,"AIR JORDAN 1 RETRO HIGH OG ""ROOKIE OF THE YEAR""","590.00"
7198549475417,"AIR JORDAN 1 RETRO HIGH OG ""ROYAL TOE""","260.00"
7198753554521,"AIR JORDAN 1 RETRO HIGH OG ""ROYAL"" 2013","600.00"
7202811445337,"AIR JORDAN 1 RETRO HIGH OG ""ROYAL"" 2017","350.00"
7206100369497,"AIR JORDAN 1 RETRO HIGH OG ""RUST PINK""","7010.00"
7206093291609,"AIR JORDAN 1 RETRO HIGH OG ""SATIN BANNED""","4000.00"
7206091194457,"AIR JORDAN 1 RETRO HIGH OG ""SATIN BANNED"" (SAMPLE)","5000.00"
7712728055897,"AIR Jordan 1 Retro High OG ""Satin Bred"" (Women's)","125.00"
7202271363161,"AIR JORDAN 1 RETRO HIGH OG ""SATIN ROYAL""","2200.00"
7200782843993,"AIR JORDAN 1 RETRO HIGH OG ""SHADOW 2.0""","270.00"
7198750212185,"AIR JORDAN 1 RETRO HIGH OG ""SHADOW"" 2013","475.00"
7198758174809,"AIR JORDAN 1 RETRO HIGH OG ""SHADOW"" 2018","525.00"
7198735401049,"AIR JORDAN 1 RETRO HIGH OG ""SHATTERED BACKBOARD""","1400.00"
7199843483737,"AIR JORDAN 1 RETRO HIGH OG ""SMOKE GREY""","285.00"
7198735990873,"AIR JORDAN 1 RETRO HIGH OG ""SPIDERMAN ORIGIN STORY""","810.00"
7292415410265,"AIR JORDAN 1 RETRO HIGH OG ""STEALTH""","150.00"
7196299591769,"AIR JORDAN 1 RETRO HIGH OG ""TAXI""","240.00"
7200820101209,"AIR JORDAN 1 RETRO HIGH OG ""TOKYO BIO HACK""","265.00"
7203387670617,"AIR JORDAN 1 RETRO HIGH OG ""TRACK RED""","625.00"
7200785694809,"AIR JORDAN 1 RETRO HIGH OG ""TROPHY ROOM""","1550.00"
7200783958105,"AIR JORDAN 1 RETRO HIGH OG ""TURBO GREEN""","400.00"
7311662809177,"AIR JORDAN 1 RETRO HIGH OG ""UNC TOE""","225.00"
7199848661081,"AIR JORDAN 1 RETRO HIGH OG ""UNIVERSITY BLUE""","420.00"
7254826287193,"AIR JORDAN 1 RETRO HIGH OG ""VISIONAIRE""","210.00"
7200758857817,"AIR JORDAN 1 RETRO HIGH OG ""VOLT""","175.00"
7302657179737,"AIR JORDAN 1 RETRO HIGH OG ""WASHED BLACK""","225.00"
7198747721817,"AIR JORDAN 1 RETRO HIGH OG ""WHITE & BLACK""","475.00"
7203862708313,"AIR JORDAN 1 RETRO HIGH OG ""YELLOW OCHRE""","625.00"
7197082812505,"AIR JORDAN 1 RETRO HIGH OG (GS) ""BLACK GYM RED""","225.00"
7283699384409,"AIR JORDAN 1 RETRO HIGH OG (GS) ""BORDEAUX""","190.00"
7287525212249,"AIR JORDAN 1 RETRO HIGH OG (GS) ""CRIMSON TINT""","250.00"
7196993683545,"AIR JORDAN 1 RETRO HIGH OG (GS) ""DARK MOCHA""","435.00"
7197056434265,"AIR JORDAN 1 RETRO HIGH OG (GS) ""HYPER ROYAL""","335.00"
7205776752729,"AIR JORDAN 1 RETRO HIGH OG (GS) ""LOST AND FOUND""","275.00"
7398621249625,"AIR JORDAN 1 RETRO HIGH OG (GS) ""PALOMINO""","200.00"
7294162731097,"AIR JORDAN 1 RETRO HIGH OG (GS) ""PHANTOM GYM RED""","400.00"
7197038444633,"AIR JORDAN 1 RETRO HIGH OG (GS) ""POLLEN""","145.00"
7196865888345,"AIR JORDAN 1 RETRO HIGH OG (GS) ""SHADOW 2.0""","160.00"
7193182011481,"AIR JORDAN 1 RETRO HIGH OG (GS) ""TURBO GREEN""","250.00"
7348582514777,"AIR JORDAN 1 RETRO HIGH OG (GS) ""UNC TOE""","200.00"
7193181585497,"AIR JORDAN 1 RETRO HIGH OG (GS) ""UNIVERSITY BLUE""","275.00"
7785755148377,"Air Jordan 1 Retro High OG (GS) White Cement","130.00"
7407433613401,"AIR JORDAN 1 RETRO HIGH OG (PS) ""SATIN BRED""","130.00"
7395185131609,"AIR JORDAN 1 RETRO HIGH OG (TD) ""LOST AND FOUND""","125.00"
7196355428441,"AIR JORDAN 1 RETRO HIGH OG (W) ""ATMOSPHERE""","215.00"
7196411363417,"AIR JORDAN 1 RETRO HIGH OG (W) ""COURT PURPLE""","180.00"
7198674911321,"AIR JORDAN 1 RETRO HIGH OG (W) ""NC TO CHI""","250.00"
7401045786713,"AIR JORDAN 1 RETRO HIGH OG (W) ""REVERSE LANEY""","145.00"
7288284348505,"AIR JORDAN 1 RETRO HIGH OG (W) ""SATIN BLACK TOE""","250.00"
7419345633369,"Air Jordan 1 Retro High OG (W) ""Satin Bred""","240.00"
7198631821401,"AIR JORDAN 1 RETRO HIGH OG (W) ""SATIN SHATTERED BACKBOARD""","485.00"
7198627528793,"AIR JORDAN 1 RETRO HIGH OG (W) ""SATIN SNAKE CHICAGO""","240.00"
7196386426969,"AIR JORDAN 1 RETRO HIGH OG (W) ""SILVER TOE""","185.00"
7248785997913,"AIR JORDAN 1 RETRO HIGH OG (W) ""TIE DYE""","180.00"
7196382953561,"AIR JORDAN 1 RETRO HIGH OG (W) ""UNC PATENT""","350.00"
7785769664601,"Air Jordan 1 Retro High OG (W) Latte","180.00"
7785772810329,"Air Jordan 1 Retro High OG Artisanal Team Red","160.00"
7785750790233,"Air Jordan 1 Retro High OG Artisanal Team Red (GS)","120.00"
7787491491929,"Air Jordan 1 Retro High OG Bordeaux","150.00"
7407821127769,"Air Jordan 1 Retro High OG Bred Toe","530.00"
7544731107417,"Air Jordan 1 Retro High OG GS Patent Bred","280.00"
7788106940505,"Air Jordan 1 Retro High OG GS Royal Reimagined","140.00"
7493510332505,"Air Jordan 1 Retro High OG GS Spider-Man Across the Spider-Verse","200.00"
7423005130841,"Air Jordan 1 Retro High OG GS Washed Black","165.00"
7570036195417,"Air Jordan 1 Retro High Og Lost & Found Preowned","300.00"
7788135284825,"Air Jordan 1 Retro High OG Mauve","140.00"
7702292725849,"Air Jordan 1 Retro High OG Prototype","150.00"
7290912178265,"Air Jordan 1 Retro High OG PS Spider-Man Across the Spider-Verse","135.00"
7422916722777,"Air Jordan 1 Retro High Og Royal Reimagined","200.00"
7787469766745,"Air Jordan 1 Retro High OG Skyline","165.00"
7761331388505,"Air Jordan 1 Retro High OG SP Utility Stash","225.00"
7289379684441,"Air Jordan 1 Retro High OG Spider-Man Across the Spider-Verse","240.00"
7776991117401,"Air Jordan 1 Retro High OG TD Praline","100.00"
7774732353625,"Air Jordan 1 Retro High OG True Blue","200.00"
7468302565465,"Air Jordan 1 Retro High OG UNC Toe 'TD'","100.00"
7771626111065,"Air Jordan 1 Retro High OG W Denim","350.00"
7661163020377,"Air Jordan 1 Retro High OG W Praline","125.00"
7454698569817,"Air Jordan 1 Retro High OG W Varsity Red","165.00"
7774208032857,"Air Jordan 1 Retro High OG W Washed Pink","165.00"
